om,yr,mo,dy,date,time,tz,datetime_utc,st,stf,mag,inj,fat,loss,slat,slon,elat,elon,len,wid,ns,sn,f1,f2,f3,f4,fc,victims_total,is_deadly,area_sq_mi,has_loss,season,mag_category,us_region,loss_log10,mag_factor,state_annual_fat_total,state_annual_avg_mag,time_of_day
619157,2020,6,6,2020-06-06,15:53:00,America/Chicago,2020-06-06T20:53:00Z,FL,12,0,0,0,10000,28.57,-82.01,28.5667,-82.0085,0.25,75,1,1,119,0,0,0,FALSE,0,FALSE,0.01065340909090909,TRUE,3,Weak,South,4,0,0,0.43103448275862066,Evening
236,2009,4,10,2009-04-10,18:30:00,America/Chicago,2009-04-10T23:30:00Z,AL,1,1,0,0,150000,32.6114,-85.6293,32.5936,-85.5372,5.5,300,1,1,81,0,0,0,FALSE,0,FALSE,0.9374999999999999,TRUE,2,Weak,South,5.176091259055681,1,2,0.620253164556962,Evening
685,1996,8,1,1996-08-01,16:35:00,America/Chicago,1996-08-01T21:35:00Z,CO,8,0,0,0,10000,40.12,-103.07,40.12,-103.07,0.1,50,1,1,121,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,3,Weak,West,4,0,0,0.19387755102040816,Evening
460,1958,8,11,1958-08-11,19:25:00,America/Chicago,1958-08-12T00:25:00Z,MN,27,1,3,0,50000,46.77,-96.73,0,0,0.8,100,1,1,27,0,0,0,FALSE,3,FALSE,0.045454545454545456,TRUE,3,Weak,Midwest,4.698970004336019,1,2,0.9285714285714286,Night
621411,2022,4,29,2022-04-29,15:00:00,America/Chicago,2022-04-29T20:00:00Z,FL,12,0,0,0,25000,26.5285,-81.894,26.5295,-81.8929,0.1,25,1,1,71,0,0,0,FALSE,0,FALSE,0.0014204545454545455,TRUE,2,Weak,South,4.3979400086720375,0,2,0.5652173913043478,Evening
279,1986,5,15,1986-05-15,14:50:00,America/Chicago,1986-05-15T19:50:00Z,IN,18,0,0,0,10000,37.98,-87.72,0,0,0.2,10,1,1,129,0,0,0,FALSE,0,FALSE,0.0011363636363636365,TRUE,2,Weak,Midwest,4,0,1,1.368421052631579,Evening
252,2007,4,3,2007-04-03,20:16:00,America/Chicago,2007-04-04T01:16:00Z,TN,47,1,0,0,145000,35.84,-85.22,35.85,-85.14,4.83,100,1,1,35,0,0,0,FALSE,0,FALSE,0.27443181818181817,TRUE,2,Weak,South,5.161368002234975,1,0,0.8,Night
1034,1973,11,26,1973-11-26,17:45:00,America/Chicago,1973-11-26T23:45:00Z,TN,47,1,0,0,50000,36.43,-85.33,0,0,2,10,1,1,133,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,4,Weak,South,4.698970004336019,1,1,1.2916666666666667,Evening
870,1997,6,2,1997-06-02,18:35:00,America/Chicago,1997-06-02T23:35:00Z,CO,8,0,0,0,10000,40.35,-103.95,40.33,-103.95,0.1,50,1,1,87,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,3,Weak,West,4,0,0,0.3191489361702128,Evening
323,1995,5,10,1995-05-10,13:07:00,America/Chicago,1995-05-10T18:07:00Z,IL,17,0,0,0,10000,41.17,-87.67,0,0,0.5,10,1,1,91,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,2,Weak,Midwest,4,0,0,0.5526315789473685,Evening
1117,2003,5,8,2003-05-08,11:10:00,America/Chicago,2003-05-08T16:10:00Z,CO,8,0,0,0,10000,39.97,-104.78,39.97,-104.78,0.1,50,1,1,1,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,2,Weak,West,4,0,0,0.10344827586206896,Afternoon
485,1965,6,1,1965-06-01,17:21:00,America/Chicago,1965-06-01T22:21:00Z,SD,46,0,0,0,10000,43.1,-98.4,0,0,0.3,10,1,1,23,0,0,0,FALSE,0,FALSE,0.0017045454545454545,TRUE,3,Weak,Midwest,4,0,2,1.2258064516129032,Evening
616822,2018,10,11,2018-10-11,15:27:00,America/Chicago,2018-10-11T20:27:00Z,VA,51,2,0,0,250000,37.2382,-77.8593,37.2553,-77.8794,1.62,150,1,1,7,0,0,0,FALSE,0,FALSE,0.1380681818181818,TRUE,4,Strong,South,5.3979400086720375,2,1,0.6785714285714286,Evening
617399,2019,4,30,2019-04-30,11:13:00,America/Chicago,2019-04-30T16:13:00Z,OK,40,1,0,0,20000,35.99,-96.746,35.994,-96.74,0.5,20,1,1,119,0,0,0,FALSE,0,FALSE,0.005681818181818182,TRUE,2,Weak,South,4.301029995663981,1,4,0.8040540540540541,Afternoon
725,1974,7,14,1974-07-14,17:10:00,America/Chicago,1974-07-14T22:10:00Z,LA,22,1,0,0,5000,32.87,-93.73,0,0,0.1,10,1,1,15,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,South,3.6989700043360187,1,2,1.0566037735849056,Evening
706,1995,6,7,1995-06-07,22:06:00,America/Chicago,1995-06-08T03:06:00Z,CO,8,0,0,0,50000,38.28,-102.95,0,0,0.1,10,1,1,11,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,West,4.698970004336019,0,0,0.08333333333333333,Night
1105,1996,10,7,1996-10-07,13:04:00,America/Chicago,1996-10-07T18:04:00Z,FL,12,0,0,0,2000,28.15,-82.05,28.22,-82.03,6,10,1,1,57,105,0,0,FALSE,0,FALSE,0.03409090909090909,TRUE,4,Weak,South,3.3010299956639813,0,3,0.25757575757575757,Evening
373,2005,9,25,2005-09-25,13:54:00,America/Chicago,2005-09-25T18:54:00Z,AL,1,0,0,0,30000,34.08,-87.33,34.1,-87.33,0.8,50,1,1,133,0,0,0,FALSE,0,FALSE,0.022727272727272728,TRUE,4,Weak,South,4.477121254719663,0,0,0.2716049382716049,Evening
621863,2022,7,29,2022-07-29,16:36:00,America/Chicago,2022-07-29T21:36:00Z,CO,8,1,0,0,50000,39.84,-104.82,39.84,-104.82,0.01,50,1,1,1,0,0,0,FALSE,0,FALSE,2.840909090909091e-4,TRUE,3,Weak,West,4.698970004336019,1,0,0.7741935483870968,Evening
620013,2021,5,18,2021-05-18,01:50:00,America/Chicago,2021-05-18T06:50:00Z,LA,22,0,0,0,10000,30.3884,-90.1932,30.4073,-90.2026,1.42,75,1,1,103,0,0,0,FALSE,0,FALSE,0.06051136363636363,TRUE,2,Weak,South,4,0,1,0.625,Morning
470,1986,6,26,1986-06-26,16:45:00,America/Chicago,1986-06-26T21:45:00Z,MN,27,1,0,0,50000,46.52,-96.3,0,0,1,20,1,1,167,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,3,Weak,Midwest,4.698970004336019,1,0,0.5882352941176471,Evening
330,1986,5,16,1986-05-16,23:10:00,America/Chicago,1986-05-17T04:10:00Z,OK,40,1,0,0,500000,34.65,-97.17,0,0,0.5,73,1,1,49,0,0,0,FALSE,0,FALSE,0.020738636363636365,TRUE,2,Weak,South,5.698970004336019,1,0,0.8085106382978723,Night
335,1955,6,4,1955-06-04,18:30:00,America/Chicago,1955-06-04T23:30:00Z,KS,20,1,0,0,50000,38.07,-98.6,0,0,0.1,10,1,1,185,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,Midwest,4.698970004336019,1,1,0.59375,Evening
414693,2012,9,13,2012-09-13,13:10:00,America/Chicago,2012-09-13T18:10:00Z,PR,72,0,0,0,30000,18.28,-66.879,18.2804,-66.8789,0.02,35,1,1,81,0,0,0,FALSE,0,FALSE,3.9772727272727274e-4,TRUE,4,Weak,West,4.477121254719663,0,0,0,Evening
608,1994,6,26,1994-06-26,16:15:00,America/Chicago,1994-06-26T21:15:00Z,KY,21,1,0,0,500000,37.03,-84.38,0,0,1,100,1,1,199,0,0,0,FALSE,0,FALSE,0.056818181818181816,TRUE,3,Weak,South,5.698970004336019,1,0,0.23076923076923078,Evening
220,1981,5,16,1981-05-16,17:30:00,America/Chicago,1981-05-16T22:30:00Z,LA,22,1,0,0,50000,32.82,-92.65,32.98,-92.37,20.1,50,1,1,111,0,0,0,FALSE,0,FALSE,0.5710227272727273,TRUE,2,Weak,South,4.698970004336019,1,0,1.1428571428571428,Evening
14,1977,2,23,1977-02-23,16:10:00,America/Chicago,1977-02-23T22:10:00Z,MS,28,2,0,0,50000,31.15,-88.7,31.17,-88.47,13.9,50,1,1,41,0,0,0,FALSE,0,FALSE,0.39488636363636365,TRUE,1,Strong,South,4.698970004336019,2,2,1.7428571428571429,Evening
131,1962,5,14,1962-05-14,16:00:00,America/Chicago,1962-05-14T21:00:00Z,NE,31,1,0,0,50000,40.02,-101.95,0,0,0.1,10,1,1,57,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,Midwest,4.698970004336019,1,0,1.2195121951219512,Evening
75,1962,4,8,1962-04-08,06:05:00,America/Chicago,1962-04-08T12:05:00Z,SC,45,0,0,0,5000,34.2,-79.65,0,0,0.2,50,1,1,41,0,0,0,FALSE,0,FALSE,0.005681818181818182,TRUE,2,Weak,South,3.6989700043360187,0,0,0.9,Afternoon
346,1972,6,1,1972-06-01,19:45:00,America/Chicago,1972-06-02T00:45:00Z,ND,38,0,0,0,10000,48.4,-98.45,0,0,0.5,20,1,1,71,0,0,0,FALSE,0,FALSE,0.005681818181818182,TRUE,3,Weak,Midwest,4,0,0,0.7777777777777778,Night
1023,2003,5,4,2003-05-04,16:24:00,America/Chicago,2003-05-04T21:24:00Z,OK,40,0,0,0,10000,36.72,-95.35,36.75,-95.27,3,200,1,1,35,0,0,0,FALSE,0,FALSE,0.3409090909090909,TRUE,2,Weak,South,4,0,0,0.6578947368421053,Evening
17,1996,1,17,1996-01-17,21:55:00,America/Chicago,1996-01-18T03:55:00Z,TX,48,2,5,0,150000,33.72,-96.15,33.72,-96.15,2.5,150,1,1,147,0,0,0,FALSE,5,FALSE,0.2130681818181818,TRUE,1,Strong,South,5.176091259055681,2,0,0.2971014492753623,Night
470,1981,6,20,1981-06-20,19:34:00,America/Chicago,1981-06-21T00:34:00Z,IL,17,0,0,0,10000,40.6,-88.93,0,0,0.1,10,1,1,113,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,Midwest,4,0,1,0.8484848484848485,Night
432784,2013,4,1,2013-04-01,15:40:00,America/Chicago,2013-04-01T20:40:00Z,TX,48,1,0,0,5000,34.4319,-101.225,34.4241,-101.187,1.84,100,1,1,45,0,0,0,FALSE,0,FALSE,0.10454545454545455,TRUE,2,Weak,South,3.6989700043360187,1,7,0.34523809523809523,Evening
301876,2011,4,9,2011-04-09,19:42:00,America/Chicago,2011-04-10T00:42:00Z,IA,19,1,0,0,100000,42.4364,-95.4499,42.485,-95.4001,4.21,200,1,1,93,0,0,0,FALSE,0,FALSE,0.4784090909090909,TRUE,2,Weak,Midwest,5,1,0,0.9019607843137255,Night
766,1997,6,28,1997-06-28,22:18:00,America/Chicago,1997-06-29T03:18:00Z,ND,38,0,0,0,30000,48.4,-101.05,48.43,-100.98,4,20,1,1,49,0,0,0,FALSE,0,FALSE,0.045454545454545456,TRUE,3,Weak,Midwest,4.477121254719663,0,1,0.12903225806451613,Night
453,2002,12,18,2002-12-18,22:20:00,America/Chicago,2002-12-19T04:20:00Z,AR,5,0,0,0,10000,34.05,-91.5,34.05,-91.48,0.5,25,1,1,79,0,0,0,FALSE,0,FALSE,0.007102272727272727,TRUE,1,Weak,South,4,0,1,0.3333333333333333,Night
235,1962,5,26,1962-05-26,00:40:00,America/Chicago,1962-05-26T05:40:00Z,OK,40,0,0,0,10000,35.37,-97.1,0,0,0.1,10,1,1,125,0,0,0,TRUE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,South,4,0,0,0.7761194029850746,Night
352,1968,6,16,1968-06-16,21:46:00,America/Chicago,1968-06-17T02:46:00Z,TX,48,0,0,0,10000,32.22,-101.73,0,0,1,33,1,1,317,0,0,0,FALSE,0,FALSE,0.01875,TRUE,3,Weak,South,4,0,0,0.7647058823529411,Night
201,1974,4,3,1974-04-03,19:00:00,America/Chicago,1974-04-04T00:00:00Z,OH,39,1,0,0,50000,41.08,-84.7,41.13,-84.58,6.4,90,1,1,125,0,0,0,FALSE,0,FALSE,0.3272727272727273,TRUE,2,Weak,Midwest,4.698970004336019,1,39,1.5454545454545454,Night
324,1982,5,12,1982-05-12,17:50:00,America/Chicago,1982-05-12T22:50:00Z,TX,48,0,0,0,50,32.22,-101.75,0,0,0.1,10,1,1,317,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,South,1.6989700043360187,0,14,0.8514851485148515,Evening
510,1975,6,5,1975-06-05,17:15:00,America/Chicago,1975-06-05T22:15:00Z,VA,51,0,0,0,10000,36.8,-81.53,0,0,0.1,10,1,1,173,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,South,4,0,0,0.8636363636363636,Evening
213,1991,4,9,1991-04-09,12:45:00,America/Chicago,1991-04-09T17:45:00Z,KY,21,2,3,0,5000000,36.97,-85.87,0,0,0.5,400,1,1,9,0,0,0,FALSE,3,FALSE,0.11363636363636363,TRUE,2,Strong,South,6.698970004336019,2,1,1.25,Afternoon
1398,1998,12,5,1998-12-05,17:57:00,America/Chicago,1998-12-05T23:57:00Z,CA,6,1,0,0,50000,39.42,-123.82,39.42,-123.8,1.7,50,1,1,45,0,0,0,FALSE,0,FALSE,0.048295454545454544,TRUE,1,Weak,West,4.698970004336019,1,0,0.32,Evening
616590,2018,8,16,2018-08-16,18:30:00,America/Chicago,2018-08-16T23:30:00Z,KS,20,0,0,0,10000,38.44,-99.01,38.4434,-99.0039,0.4,50,1,1,9,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,3,Weak,Midwest,4,0,0,0.3111111111111111,Evening
326,1982,5,12,1982-05-12,18:05:00,America/Chicago,1982-05-12T23:05:00Z,TX,48,1,0,0,500,31.87,-98.68,31.93,-98.68,4,50,1,1,93,0,0,0,FALSE,0,FALSE,0.11363636363636363,TRUE,2,Weak,South,2.6989700043360187,1,14,0.8514851485148515,Evening
122,1951,6,6,1951-06-06,22:00:00,America/Chicago,1951-06-07T03:00:00Z,KS,20,1,0,0,5000,37.68,-97.12,0,0,0.1,10,1,1,15,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,Midwest,3.6989700043360187,1,8,1.0649350649350648,Night
441,1993,6,8,1993-06-08,12:55:00,America/Chicago,1993-06-08T17:55:00Z,MN,27,0,0,0,10000,43.67,-92.58,0,0,0.1,10,1,1,99,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,Midwest,4,0,2,0.3191489361702128,Afternoon
112,2007,3,1,2007-03-01,23:42:00,America/Chicago,2007-03-02T05:42:00Z,GA,13,1,0,0,1350000,31.55,-83.62,31.58,-83.52,7.9,150,1,1,277,287,0,0,FALSE,0,FALSE,0.6732954545454545,TRUE,2,Weak,South,6.1303337684950066,1,10,1.075,Night
222,1973,4,21,1973-04-21,21:35:00,America/Chicago,1973-04-22T03:35:00Z,MO,29,2,2,0,50000,37.18,-94.28,0,0,5,100,1,1,97,0,0,0,FALSE,2,FALSE,0.28409090909090906,TRUE,2,Strong,Midwest,4.698970004336019,2,8,1.518987341772152,Night
456,1961,6,22,1961-06-22,12:30:00,America/Chicago,1961-06-22T17:30:00Z,FL,12,0,0,0,10000,27.33,-80.8,0,0,0.1,10,1,1,93,0,0,0,TRUE,0,FALSE,5.681818181818183e-4,TRUE,3,Weak,South,4,0,0,1,Afternoon
2,2006,1,2,2006-01-02,03:00:00,America/Chicago,2006-01-02T09:00:00Z,MO,29,0,0,0,10000,38.68,-90.92,38.7,-90.92,0.5,40,1,1,183,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,1,Weak,Midwest,4,0,11,0.90625,Morning
354,1993,5,28,1993-05-28,13:31:00,America/Chicago,1993-05-28T18:31:00Z,IN,18,0,0,0,5000,40.5,-87.15,0,0,0.6,40,1,1,7,0,0,0,FALSE,0,FALSE,0.013636363636363636,TRUE,2,Weak,Midwest,3.6989700043360187,0,0,0.6,Evening
252,1954,5,23,1954-05-23,18:00:00,America/Chicago,1954-05-23T23:00:00Z,IA,19,2,0,0,315000,43.28,-92.8,0,0,0.1,50,1,1,131,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,2,Strong,Midwest,5.498310553789601,2,1,2.1176470588235294,Evening
617795,2019,5,25,2019-05-25,22:19:00,America/Chicago,2019-05-26T03:19:00Z,IL,17,1,0,0,50000,40.4198,-89.6378,40.424,-89.6253,0.72,150,1,1,179,0,0,0,FALSE,0,FALSE,0.061363636363636356,TRUE,2,Weak,Midwest,4.698970004336019,1,0,0.4375,Night
615624,2017,8,12,2017-08-12,17:10:00,America/Chicago,2017-08-12T22:10:00Z,CO,8,0,0,0,10000,39.78,-103.15,39.78,-103.15,0.01,25,1,1,121,0,0,0,FALSE,0,FALSE,1.4204545454545454e-4,TRUE,3,Weak,West,4,0,0,0.3684210526315789,Evening
76,1964,4,7,1964-04-07,09:10:00,America/Chicago,1964-04-07T15:10:00Z,AL,1,2,1,0,500000,34.32,-86.08,34.33,-86.03,3.3,10,1,1,49,0,0,0,FALSE,1,FALSE,0.01875,TRUE,2,Strong,South,5.698970004336019,2,12,1.8461538461538463,Afternoon
748,1983,8,17,1983-08-17,21:59:00,America/Chicago,1983-08-18T02:59:00Z,TX,48,0,0,0,50,29.98,-95.32,0,0,0.3,20,1,1,201,0,0,0,FALSE,0,FALSE,0.003409090909090909,TRUE,3,Weak,South,1.6989700043360187,0,8,0.5268817204301075,Night
783,1993,7,9,1993-07-09,23:14:00,America/Chicago,1993-07-10T04:14:00Z,KS,20,1,0,0,500000,39.02,-95.22,0,0,1,23,1,1,45,0,0,0,FALSE,0,FALSE,0.013068181818181817,TRUE,3,Weak,Midwest,5.698970004336019,1,1,0.5405405405405406,Night
431,1989,6,4,1989-06-04,01:56:00,America/Chicago,1989-06-04T06:56:00Z,TX,48,0,0,0,10000,32.3,-101.93,32.3,-101.87,3,100,1,1,317,0,0,0,FALSE,0,FALSE,0.17045454545454544,TRUE,3,Weak,South,4,0,1,0.7,Morning
615443,2017,6,14,2017-06-14,14:53:00,America/Chicago,2017-06-14T19:53:00Z,WI,55,0,0,0,25000,44.646,-88.363,44.6765,-88.318,3.05,50,1,1,115,0,0,0,FALSE,0,FALSE,0.08664772727272727,TRUE,3,Weak,Midwest,4.3979400086720375,0,1,0.6521739130434783,Evening
776,1965,8,31,1965-08-31,16:00:00,America/Chicago,1965-08-31T21:00:00Z,TX,48,2,0,0,315000,32.75,-100.37,0,0,2,20,1,1,151,0,0,0,FALSE,0,FALSE,0.022727272727272728,TRUE,3,Strong,South,5.498310553789601,2,6,1.3703703703703705,Evening
313,1995,5,9,1995-05-09,18:15:00,America/Chicago,1995-05-09T23:15:00Z,IL,17,1,0,0,50000,39.3,-89.2,0,0,0.7,70,1,1,135,0,0,0,FALSE,0,FALSE,0.02784090909090909,TRUE,2,Weak,Midwest,4.698970004336019,1,0,0.5526315789473685,Evening
170,1969,5,15,1969-05-15,10:10:00,America/Chicago,1969-05-15T15:10:00Z,TX,48,0,0,0,10000,28.7,-96.27,0,0,0.1,33,1,1,321,0,0,0,FALSE,0,FALSE,0.001875,TRUE,2,Weak,South,4,0,3,0.968503937007874,Afternoon
206,1990,4,24,1990-04-24,21:40:00,America/Chicago,1990-04-25T02:40:00Z,TX,48,0,0,0,10000,35.13,-100.55,0,0,1.5,90,1,1,129,0,0,0,FALSE,0,FALSE,0.07670454545454546,TRUE,2,Weak,South,4,0,2,1.0632911392405062,Night
246,1955,5,26,1955-05-26,14:49:00,America/Chicago,1955-05-26T19:49:00Z,IL,17,2,1,0,500000,40.55,-89.62,0,0,1.5,100,1,1,179,0,0,0,FALSE,1,FALSE,0.08522727272727272,TRUE,2,Strong,Midwest,5.698970004336019,2,0,1.2,Evening
133,1957,4,5,1957-04-05,19:35:00,America/Chicago,1957-04-06T01:35:00Z,NC,37,1,1,0,500000,36,-80.08,36.02,-80,4.7,50,1,1,81,0,0,0,FALSE,1,FALSE,0.13352272727272727,TRUE,2,Weak,South,5.698970004336019,1,0,2,Night
453496,2013,6,6,2013-06-06,14:48:00,America/Chicago,2013-06-06T19:48:00Z,FL,12,1,0,0,50000,30.39,-81.4,30.66,-81.45,18.89,704,1,1,31,0,0,0,FALSE,0,FALSE,7.556000000000001,TRUE,3,Weak,South,4.698970004336019,1,0,0.13513513513513514,Evening
592,1971,7,3,1971-07-03,16:45:00,America/Chicago,1971-07-03T21:45:00Z,KS,20,1,0,0,50000,39.77,-101.4,0,0,2,10,1,1,153,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,3,Weak,Midwest,4.698970004336019,1,0,1.4102564102564104,Evening
334,1959,5,30,1959-05-30,21:40:00,America/Chicago,1959-05-31T02:40:00Z,IA,19,1,0,0,5000,43.4,-94.72,0,0,2,200,1,1,63,0,0,0,FALSE,0,FALSE,0.22727272727272727,TRUE,2,Weak,Midwest,3.6989700043360187,1,0,1.88,Night
11,2005,1,9,2005-01-09,19:11:00,America/Chicago,2005-01-10T01:11:00Z,CA,6,0,0,0,10000,33.72,-116.97,33.72,-116.97,0.1,25,1,1,65,0,0,0,FALSE,0,FALSE,0.0014204545454545455,TRUE,1,Weak,West,4,0,0,0.13333333333333333,Night
621288,2022,4,5,2022-04-05,16:20:00,America/Chicago,2022-04-05T21:20:00Z,SC,45,0,0,0,10000,32.8435,-81.0761,32.8561,-81.0502,1.74,250,1,1,49,0,0,0,FALSE,0,FALSE,0.24715909090909094,TRUE,2,Weak,South,4,0,0,0.72,Evening
568,1959,10,2,1959-10-02,10:00:00,America/Chicago,1959-10-02T15:00:00Z,OK,40,1,0,0,50000,36.77,-95.77,0,0,2,10,1,1,105,0,0,0,FALSE,0,FALSE,0.011363636363636364,TRUE,4,Weak,South,4.698970004336019,1,8,1.3857142857142857,Afternoon
52,1950,4,3,1950-04-03,16:15:00,America/Chicago,1950-04-03T22:15:00Z,OK,40,1,0,0,5000,36.13,-95.83,0,0,1,33,1,1,143,0,0,0,FALSE,0,FALSE,0.01875,TRUE,2,Weak,South,3.6989700043360187,1,6,1.565217391304348,Evening
538,1982,5,29,1982-05-29,19:32:00,America/Chicago,1982-05-30T00:32:00Z,NE,31,1,0,0,50,41.98,-103.32,0,0,0.3,30,1,1,123,0,0,0,FALSE,0,FALSE,0.005113636363636363,TRUE,2,Weak,Midwest,1.6989700043360187,1,0,0.8529411764705882,Night
575,1986,7,28,1986-07-28,18:38:00,America/Chicago,1986-07-28T23:38:00Z,IA,19,1,0,0,50000,43.18,-95.87,0,0,0.1,13,1,1,141,0,0,0,FALSE,0,FALSE,7.386363636363636e-4,TRUE,3,Weak,Midwest,4.698970004336019,1,1,0.7560975609756098,Evening
447,1995,5,18,1995-05-18,12:05:00,America/Chicago,1995-05-18T17:05:00Z,IL,17,0,0,0,5000,38.32,-89.8,38.32,-89.65,8,120,1,1,163,189,0,0,FALSE,0,FALSE,0.5454545454545454,TRUE,2,Weak,Midwest,3.6989700043360187,0,0,0.5526315789473685,Afternoon
552,1957,6,13,1957-06-13,18:25:00,America/Chicago,1957-06-13T23:25:00Z,AR,5,2,0,0,5000,35.37,-92.4,0,0,1,27,1,1,45,0,0,0,FALSE,0,FALSE,0.01534090909090909,TRUE,3,Strong,South,3.6989700043360187,2,3,1.962962962962963,Evening
288,1965,5,8,1965-05-08,21:10:00,America/Chicago,1965-05-09T02:10:00Z,OK,40,0,0,0,10000,33.9,-97.1,0,0,0.1,10,1,1,85,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,South,4,0,0,0.8378378378378378,Night
243,1965,5,6,1965-05-06,21:00:00,America/Chicago,1965-05-07T02:00:00Z,OK,40,1,0,0,50000,36.8,-95.93,0,0,0.1,10,1,1,147,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,South,4.698970004336019,1,0,0.8378378378378378,Night
182,1994,4,25,1994-04-25,20:58:00,America/Chicago,1994-04-26T01:58:00Z,TX,48,0,0,0,10000,32.48,-97.07,0,0,0.1,10,1,1,139,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,South,4,0,4,0.33689839572192515,Night
184,1962,5,20,1962-05-20,11:45:00,America/Chicago,1962-05-20T16:45:00Z,VT,50,1,1,0,50000,44.75,-72.37,44.87,-72.25,9.4,100,1,1,19,0,0,0,FALSE,1,FALSE,0.5340909090909091,TRUE,2,Weak,Northeast,4.698970004336019,1,0,1.6,Afternoon
492,1976,5,31,1976-05-31,15:55:00,America/Chicago,1976-05-31T20:55:00Z,TX,48,2,0,0,315000,32.37,-98.33,32.32,-98.32,4.1,10,1,1,143,0,0,0,FALSE,0,FALSE,0.023295454545454543,TRUE,2,Strong,South,5.498310553789601,2,2,1.0786516853932584,Evening
615517,2017,6,30,2017-06-30,14:45:00,America/Chicago,2017-06-30T19:45:00Z,NY,36,0,0,0,20000,43.0994,-75.6188,43.0972,-75.5898,1.47,125,1,1,65,0,0,0,FALSE,0,FALSE,0.1044034090909091,TRUE,3,Weak,Northeast,4.301029995663981,0,0,0.6666666666666666,Evening
1186,2003,6,11,2003-06-11,19:37:00,America/Chicago,2003-06-12T00:37:00Z,NE,31,0,0,0,10000,42.15,-99.28,42.15,-99.28,0.2,10,1,1,149,0,0,0,FALSE,0,FALSE,0.0011363636363636365,TRUE,3,Weak,Midwest,4,0,2,0.2345679012345679,Night
319162,2011,7,8,2011-07-08,16:35:00,America/Chicago,2011-07-08T21:35:00Z,ND,38,0,0,0,10000,47.11,-102.77,47.1117,-102.729,1.93,25,1,1,25,0,0,0,FALSE,0,FALSE,0.027414772727272725,TRUE,3,Weak,Midwest,4,0,0,0.4915254237288136,Evening
270,1964,5,7,1964-05-07,17:30:00,America/Chicago,1964-05-07T22:30:00Z,TX,48,1,0,0,5000,32.25,-101.45,0,0,0.7,20,1,1,227,0,0,0,FALSE,0,FALSE,0.007954545454545454,TRUE,2,Weak,South,3.6989700043360187,1,8,1.025974025974026,Evening
30,1987,3,14,1987-03-14,20:05:00,America/Chicago,1987-03-15T02:05:00Z,CA,6,0,0,0,500000,39.92,-122.4,0,0,0.2,70,1,1,103,0,0,0,FALSE,0,FALSE,0.007954545454545455,TRUE,2,Weak,West,5.698970004336019,0,0,0,Night
309,1971,5,18,1971-05-18,17:23:00,America/Chicago,1971-05-18T22:23:00Z,IA,19,1,0,0,50000,41.03,-92.6,0,0,0.1,10,1,1,179,0,0,0,FALSE,0,FALSE,5.681818181818183e-4,TRUE,2,Weak,Midwest,4.698970004336019,1,1,1.878787878787879,Evening
1159,1999,5,3,1999-05-03,18:34:00,America/Chicago,1999-05-03T23:34:00Z,OK,40,0,0,0,10000,35.18,-98.1,35.23,-98.1,0.5,0,1,1,15,0,0,0,FALSE,0,FALSE,0,TRUE,2,Weak,South,4,0,42,0.7163120567375887,Evening
387012,2012,5,11,2012-05-11,02:15:00,America/Chicago,2012-05-11T07:15:00Z,TX,48,0,0,0,15000,26.1367,-97.6165,26.1367,-97.6165,0.1,50,1,1,61,0,0,0,FALSE,0,FALSE,0.002840909090909091,TRUE,2,Weak,South,4.176091259055681,0,0,0.30434782608695654,Morning
337,1967,5,30,1967-05-30,16:00:00,America/Chicago,1967-05-30T21:00:00Z,CO,8,1,0,0,5000,39.8,-104.97,0,0,0.5,17,1,1,1,0,0,0,FALSE,0,FALSE,0.004829545454545454,TRUE,2,Weak,West,3.6989700043360187,1,0,0.3333333333333333,Evening
